,VISITOR_ID,purchase_count,mean_price,min_price,max_price,median_weekday,median_hour,median_repeat_purchase_duration
32,df669a465f225ba7657a1cc484a9240e3e255e70f4cece571bdc54e61bbb819c,0,0.0,0.0,0.0,0.0,0.0,0.0
33,163db4abd3a69d817d379f75b07c483c7a14ebca68d60de927decf056b606513,0,0.0,0.0,0.0,0.0,0.0,0.0
34,36dfa7ff136ab7819824b63b0a0eea723d84d01df7f14fa7e8dfebdbecdd5b02,1,8.93,8.93,8.93,6.0,20.0,0.0
35,f756560be2fbf745ca191e4917cb15e85001ed5cc99759594a8e6dd0d37085ae,0,0.0,0.0,0.0,0.0,0.0,0.0
36,53ac64223319cecf39d955ae3aa39b0e98d150ed6a7edc7b6a9a10373ea11f51,1,7.0,7.0,7.0,4.0,23.0,0.0
37,ff86a19464c720cb27fd7971392ca83b13b2a0e66a4feb2b86b76a3a12cd6e02,0,0.0,0.0,0.0,0.0,0.0,0.0
38,6e0d192374faf141cce83fe2cfbabf4c3fe2f843e068a86b7638a816b741a916,0,0.0,0.0,0.0,0.0,0.0,0.0
39,c97606fb960f8690cfc787eb87090f0a75a0b7e924db6c2b9cfaea55069753c3,0,0.0,0.0,0.0,0.0,0.0,0.0
40,fb11e6d556db8d19ed7ca4547559da0ef45af57a3771b3ec4f9f099f3820684a,0,0.0,0.0,0.0,0.0,0.0,0.0
41,fcac878c10da993916c0a8d524f582979b562a7e94fd9c3b9aaed4b7cbb52ad6,0,0.0,0.0,0.0,0.0,0.0,0.0
42,f43abbbcccffcb8494040656bd0c109b87369dd722aff3b7e7cd4c8df1c88244,0,0.0,0.0,0.0,0.0,0.0,0.0
43,7f19d53e41ace4d43141df0dbb5af664e78a51eb74790405f7c5938431cd632d,1,6.34,6.34,6.34,0.0,1.0,0.0
44,085a620063aa0cea172158d4b2ca921870579773eb84ac30871d346aa0c3bbad,0,0.0,0.0,0.0,0.0,0.0,0.0
45,a86e3ab6fbaa18906077246087a63582129477eccd0d84cfb14d1502f4784a32,0,0.0,0.0,0.0,0.0,0.0,0.0
46,f424fbd5874f13d7fa6760cdd396b377184e00d694e94a70b4657b9af50acf36,1,55.7,55.7,55.7,3.0,18.0,0.0
47,8481a3887d34602d3da271e87ac682275ebf836ec5aff72b8a2c4c88eb433a95,0,0.0,0.0,0.0,0.0,0.0,0.0
48,b0dbb1bd1b3a0723444f83eef1b69dd2f908e7e1a4f8284843809f4ac53cceda,1,37.3,37.3,37.3,6.0,17.0,0.0
49,971bd12452a72a7968b0085870e4b2190d0d1f6068c6775113044e5e5bab6d76,1,12.82,12.82,12.82,4.0,23.0,0.0
50,7b28793871c55735512168487b79960f13c290051f4bd67d782b12bf8adac82e,0,0.0,0.0,0.0,0.0,0.0,0.0
51,495e259c8e83a9687508d7dfe2b47d171442249cb75e6515490cb9b40fb0aebe,0,0.0,0.0,0.0,0.0,0.0,0.0
52,83ec61c738c95e74ab18468808fcf9ba2348d6c7723e24a7aa4144395e521a2d,0,0.0,0.0,0.0,0.0,0.0,0.0
53,c4b672aecf2a65148ca28199b962450b81e41d41e32ff460469dc47e6aec9ed7,0,0.0,0.0,0.0,0.0,0.0,0.0
54,157341791712bbfb9eba7ed27d33f2604c04bb029516adef3445bb1db68e4ae6,0,0.0,0.0,0.0,0.0,0.0,0.0
55,55dce95a571c9349228db9bd8e016b6bfd548dc73115094a30e7009dea975787,15,16.592666666666666,9.69,32.81,4.0,14.0,4.5
56,fb08e059636e55603a477c024cb67189d1db869e7a31658ffbf55639555afcb0,0,0.0,0.0,0.0,0.0,0.0,0.0
57,60959c40650d757e64d826ddfdf355763afeec959e90f712c7cb7faafcf95e91,0,0.0,0.0,0.0,0.0,0.0,0.0
58,695894b39f8d07bd1838627a9bcf64869934fcf651fe35cf31255c1584d2cdd9,0,0.0,0.0,0.0,0.0,0.0,0.0
59,33bed4f1ceed3b5162e6f740e2e7f1bfce5e6007b6cd82489acfe9a968fc654b,0,0.0,0.0,0.0,0.0,0.0,0.0
60,4aa31a4ef082f2abb08a4cc6c2a0370005845aadb98f9b0684089bd4fef125b8,0,0.0,0.0,0.0,0.0,0.0,0.0
61,67ff274eba893d09cc41c28695a2c5f7370e700d488def00debdbe4abd00a76c,0,0.0,0.0,0.0,0.0,0.0,0.0
62,a5f1ea8bc0b37758f68eeb97aa360ba348de8d4d6441c0dcccfe29b8a1aca019,0,0.0,0.0,0.0,0.0,0.0,0.0
63,41a68358671b3098de31b4ff242a8e021e0e068c2dab393a1edc95d14a401fee,0,0.0,0.0,0.0,0.0,0.0,0.0
64,ca6e80d34f7c9aa64cfdcbdffe9f49499c067831c04977ff1b7ded23b9224b3e,0,0.0,0.0,0.0,0.0,0.0,0.0
65,a29295fb220b36277af80015e8ed81f3781efab4db68f49c713b2f3a46cc5a6e,0,0.0,0.0,0.0,0.0,0.0,0.0
66,72a3d116e066f11c4801ea533531f6073e8fa021896d07141b0cb1ba27c1d09b,0,0.0,0.0,0.0,0.0,0.0,0.0
67,315f8ffcf195b25bceeed291b6b0a20554a66652b678e0f8124cb349f7a89f3e,0,0.0,0.0,0.0,0.0,0.0,0.0
68,0f67b12608d30c45dc3bf90791c0c945a7d597ed16f9c459d3ecc55c0c565709,0,0.0,0.0,0.0,0.0,0.0,0.0
69,6af16d7bbbd35cf7aec884ee784c2ba460e5b359ea87508d6eb0cce338ceae2b,0,0.0,0.0,0.0,0.0,0.0,0.0
70,d76391c3391886b43533a023493cd289167b42551ec25dca25c13ba912d746fd,0,0.0,0.0,0.0,0.0,0.0,0.0
71,d8e8b7e149cc995f2478593462b86f6c75778455b33300454ec7ebfcbb893221,0,0.0,0.0,0.0,0.0,0.0,0.0
72,91f068a40efaee290e063ee1ad2681aea32360fb56b2aa11bc419bb4e0d9b5dd,0,0.0,0.0,0.0,0.0,0.0,0.0
73,b9fb12ee0a8e03f644df4b551f414299dec78704c79fa5422c5930c635c434f9,0,0.0,0.0,0.0,0.0,0.0,0.0
74,14c788387d7f6ecdd3877d45101e203b1cab196962ce0899b55ef00b144f923e,0,0.0,0.0,0.0,0.0,0.0,0.0
75,af721c967970ad4a306d932887abbc0744afd7849eadb79bbf55918cacebb2d6,0,0.0,0.0,0.0,0.0,0.0,0.0
76,6a21b3ed84faac1586a7be5f4904d212d746a9f4c850cd9bb8c6c00c0148086e,0,0.0,0.0,0.0,0.0,0.0,0.0
77,7de19d11791e9a6ed20de98315de83c1cb9918f862d358105e98bb6ba6ca0963,0,0.0,0.0,0.0,0.0,0.0,0.0
78,d36cf521509040cbe4fd2644ef15062c431bc041e639888978c32025548404ee,0,0.0,0.0,0.0,0.0,0.0,0.0
79,7b77c79bd9d65c9537184a30bb4335a4eca8a75c7ed697fcd4fdfe745e56a263,0,0.0,0.0,0.0,0.0,0.0,0.0
80,c48380dcd61cfebed797fad13aed2df3e598cba09a2003e74a98fb9d604de8fc,1,46.79,46.79,46.79,4.0,23.0,0.0
81,8950aeae92b0640eaabf71759a9d692580a99232dd95f65a863ad2534aa48c1e,0,0.0,0.0,0.0,0.0,0.0,0.0
82,52ebe791a9cd3a2359ef14147ae4d05e2beda5f808ce3bd5215cc27ace9cfe96,0,0.0,0.0,0.0,0.0,0.0,0.0
83,ee135080d139e31c3d16057666d963b62c32a3502357919dcb4cc9b0ec645b25,0,0.0,0.0,0.0,0.0,0.0,0.0
84,12dbcf81dfa9e228ce06fe569d62ecc4c03e3673b2155ca97c25e303bb6bdaef,0,0.0,0.0,0.0,0.0,0.0,0.0
85,889bf8fc14fa532ce18217c4032b4d083dfc6a31fb8949221ec23d973c1ae78c,0,0.0,0.0,0.0,0.0,0.0,0.0
86,205e1d11824ebcf6585a4053ab1acf858bc10f968ca5f91ed939d0d542b6baa3,2,21.105,13.38,28.83,4.0,4.5,72.0
87,53850efa7afac255768ec22fbfc3e431cf8c5785255954ce9044343f07b6b227,0,0.0,0.0,0.0,0.0,0.0,0.0
88,70596295dd221714f18a1393a201e9caea3137994017cde378c9e984faaabda5,3,19.25,10.17,36.94,3.0,19.0,17.5
89,9942f77910eafa73040a50ea39d931af50935b40c0c432ca5263151b9a7c9606,0,0.0,0.0,0.0,0.0,0.0,0.0
90,3173ca9588d8d74cf519d508d9ba87fd11fa176af35d038484cf424e3f720fc0,0,0.0,0.0,0.0,0.0,0.0,0.0
91,c0e9ae40ddd58e35686394403a12a1a0547bf3f654ebf06375043f60193302b8,0,0.0,0.0,0.0,0.0,0.0,0.0
92,884182e0a73191a031ad6627bd2573c442f83c389f9bb023a5959bc3794a227c,0,0.0,0.0,0.0,0.0,0.0,0.0
93,bb2617fb02a38d2c1e906ab4e6ae38c630e81ac332b53be6fb7a4d92ae727fcb,0,0.0,0.0,0.0,0.0,0.0,0.0
94,16b11c199906ca872dbc6580c8ec05de197691fffe2e99e75f6afda718c4ac42,0,0.0,0.0,0.0,0.0,0.0,0.0
95,dab10fd41471deb9ff381e0f6b2c2483ad9bc9e82395783a183772183d361045,0,0.0,0.0,0.0,0.0,0.0,0.0
96,4341c4c344b8dd6c9b951b085ff9afb8d192273ca21b50c61ec3476908c827f3,0,0.0,0.0,0.0,0.0,0.0,0.0
97,f139e0639de1ef288f077901b3a2cf3e3e40402153e410dbc89079ec8f1d2adc,0,0.0,0.0,0.0,0.0,0.0,0.0
98,5b273e326a1585f29863fe36db8baaa297be5dc81faf35e919f85735d8f38aeb,6,38.01833333333333,27.93,41.73,4.0,6.5,6.0
99,199bf4929c0e9e4dc9e881ec106635eed121149ad3a4f25888905fdf0f69430a,0,0.0,0.0,0.0,0.0,0.0,0.0
100,76bcc83d552b26b49790b6d42260e4a3e138cefd92264bb99a9b042a257ef250,0,0.0,0.0,0.0,0.0,0.0,0.0
101,00bd76c489aee354a601eb065a6173255cee476865645aac5c2a3826691598aa,0,0.0,0.0,0.0,0.0,0.0,0.0
102,d4716d058c31e7acc8743298571cb74ad529666cfac4c20eea69fb62cc06a97a,3,60.63666666666666,58.22,65.38,0.0,4.0,45.0
103,1ba2c785e53a44f79c46deb898c90158704f8c94b6045f0f78b035b1e171a41a,0,0.0,0.0,0.0,0.0,0.0,0.0
104,776ab4f8d91b9c3e9d3a45cc09bfd02817532c730c45bc2976e5b277343df68f,0,0.0,0.0,0.0,0.0,0.0,0.0
105,24bcef4743314e5d36f23ee7ac78c1a8c18734982ba412b7a8d262d0e4bd78b8,0,0.0,0.0,0.0,0.0,0.0,0.0
106,69c5a309525d3cc1a975e91e424e95c78097c3de5c9879e08c9f75e658d59be2,0,0.0,0.0,0.0,0.0,0.0,0.0
107,02a387eb2fbeecfaae4ff95a7b161435d7c076f48a74e8ab907d862c8e601d86,0,0.0,0.0,0.0,0.0,0.0,0.0
108,7add8271904aa785e6155334f0cf7cd75dbada9659aa15b82ade654d648de705,0,0.0,0.0,0.0,0.0,0.0,0.0
109,bd0f7d1f568583f7dc454104df86bc857fdc7aa25a92bba9b53ea7f6d1366fe0,1,36.66,36.66,36.66,0.0,0.0,0.0
110,2a0b2f02f9fa8dc9aaa8f12705abf11e1e2cf4bb86c3f052f74fb36ba9b7b691,0,0.0,0.0,0.0,0.0,0.0,0.0
111,e3621f2f33d5be237abb8b324a17d7005977c9001863e9608916006dbd5dbe17,0,0.0,0.0,0.0,0.0,0.0,0.0
112,1590b9e11e5de3e2373442b0662a0702727bc14b6a873a6c57ea6b51efa263c7,0,0.0,0.0,0.0,0.0,0.0,0.0
113,69262dca68d2e117aec3561964f13746b1a455e8af9ec3aa15d2e488c7a90be5,0,0.0,0.0,0.0,0.0,0.0,0.0
114,673aab7dbc55a33bf0299ab9bbe7d43b11a7b809e257fdea8a83787235e4bf45,0,0.0,0.0,0.0,0.0,0.0,0.0
115,7444ad0d2fc07efc17ea7b278b10fcc3cc737209f418f5ab47f27f430bd527bb,1,27.46,27.46,27.46,3.0,16.0,0.0
116,414024a621c6c875b955e8c753be7781a35c49bbd66b94d4ceebf8ac5ac40be4,0,0.0,0.0,0.0,0.0,0.0,0.0
117,1e1b0edbcbcfb59957d427932fc38f356d7c9fee61a2cbb2027b2235fb553b71,0,0.0,0.0,0.0,0.0,0.0,0.0
118,7f23abab2cd12a6074618757b0fc3c1fa93b24e751d76ffe57aa3015585809d0,0,0.0,0.0,0.0,0.0,0.0,0.0
119,06dad627bdd065d4b5a508ce9e645a1d7770dac690d6f34267487f8de1ba5323,0,0.0,0.0,0.0,0.0,0.0,0.0
120,a94afca3ee82300102b97bcf10a49cdf1ef96036006ff0ccfceb1a276343aed6,0,0.0,0.0,0.0,0.0,0.0,0.0
121,cf5ee25557ce0aba193026d332377e0845d7d9f4b1cdea0ddbac6deb6a064856,0,0.0,0.0,0.0,0.0,0.0,0.0
122,c09fd303a0d3422d432f1a845be72572f1702fe75482d848b422b8e0ad0b2d92,7,14.122857142857143,8.95,22.25,4.0,19.0,15.0
123,49f146859beaec8718541a9bd7ceaa23788e3736844144b60356ee1a87b048d0,0,0.0,0.0,0.0,0.0,0.0,0.0
124,68e0c44f39589e9a07de8116e6908c5f8a167694982b0d8c10489ca084039a04,0,0.0,0.0,0.0,0.0,0.0,0.0
125,a172614a942e91b1351a28141e5d4440cee1279f9fced99a49b92abdabf85fcf,0,0.0,0.0,0.0,0.0,0.0,0.0
126,242d0675057463887e12796800f64b2f8c90c178b24a81c01f44b3bd58dee2f9,0,0.0,0.0,0.0,0.0,0.0,0.0
127,878da3beaf243ba6f0d5fd48f679faed63d6aea519d918e4498da9294ecb9e1f,1,41.38,41.38,41.38,2.0,5.0,0.0
128,673199a60807d2aaa33ad87a7115b6f6646198fe6564bc5ae8d706b1051b7024,1,35.87,35.87,35.87,2.0,9.0,0.0
129,f6d610e2d372f019497d76a8231c15b43a241aa7b48c0be49dfb0d4d904d1906,0,0.0,0.0,0.0,0.0,0.0,0.0
130,844730500b621784f8a5b1e9528332d5e39d4610a1acc30a0a1c014369b04c53,0,0.0,0.0,0.0,0.0,0.0,0.0
131,c28093153a3e0df60025f98790d6941fe9e04441f1a60f4e05b9d567104da554,4,21.4,6.16,36.54,3.5,16.0,21.0
132,0c11bbe689cc5bf164bcb0691d1b1810af0557735a5d2b29857ed988c4b60c1f,0,0.0,0.0,0.0,0.0,0.0,0.0
133,6fd0899a6e634f53e4a7b8e5a437121474c5e8f6ad1a94e4e8bf45d46a4ad385,0,0.0,0.0,0.0,0.0,0.0,0.0
134,2f1f85df97452031593f9ee08b055cc710a399c3d1d35c5138a5773d0a2cd3a7,0,0.0,0.0,0.0,0.0,0.0,0.0
135,e703c89b2a53b071faeb432d86f0c0f3a94c199060b095076cb50d7c835e369d,0,0.0,0.0,0.0,0.0,0.0,0.0
136,6cc90b714df2248a30bf42b97e8d34f8ed16e21455cf5755cda1aa12efabce14,0,0.0,0.0,0.0,0.0,0.0,0.0
137,1964e20bd00b15d63ef3866e86cf55c587125e4653f04849291486421caf6718,0,0.0,0.0,0.0,0.0,0.0,0.0
138,5da115edd569def31ece2b19ef200b71407b7db97c3c2f15a21b056c06bfe38e,0,0.0,0.0,0.0,0.0,0.0,0.0
139,700c0f7da1a518a1bc5d65135b02fb012c674bd3ca7e85d291902736045b8040,0,0.0,0.0,0.0,0.0,0.0,0.0
140,f44ff1ea09c89c201959b2a5ce3a4b9afc89150ae0ff581c87f70abd6bf852e7,0,0.0,0.0,0.0,0.0,0.0,0.0
141,e53f2dd1e66551d9ba27f901b6b47a6ae345a8f3aed7fe84bf457a1cc53435a4,1,72.06,72.06,72.06,4.0,17.0,0.0
142,8a437557d64fdf1396cac1f7400e89828c5b44e804bfd7b542a3781f3901938f,0,0.0,0.0,0.0,0.0,0.0,0.0
143,8bdee7eef80ef8d924cea0dfb7b6a60c3182c8d97ea9951d5d60aaab02083ed9,0,0.0,0.0,0.0,0.0,0.0,0.0
144,d6a7a2711336f2529eab155a820d12383048108283001054b1d630f78263c357,0,0.0,0.0,0.0,0.0,0.0,0.0
145,d921d2264e58c314ad28b4e15927cd7a34c70eb85368b5835e12bfaed16b7fcf,0,0.0,0.0,0.0,0.0,0.0,0.0
146,43fc359a369854ccfe6da25611f6fbde9fcb68b7e884c0f8434ee88b4e9469c2,0,0.0,0.0,0.0,0.0,0.0,0.0
147,306572234769e384c80cc161ea41118a61e74ac25d3733ef84e9b97127ce6936,1,46.38,46.38,46.38,4.0,5.0,0.0
148,fcd97ad3a668e9f857473de23d56683b7a3e2110194714be2703494fb449cd36,0,0.0,0.0,0.0,0.0,0.0,0.0
149,8b683a65475bc71a4f255a15fcde4df3278940cc7e12be021736ad36dad0f853,0,0.0,0.0,0.0,0.0,0.0,0.0
150,94fcc1cd52cdb16b1736b0434f075770829f885b6fb7559a85bb5929a207cb75,0,0.0,0.0,0.0,0.0,0.0,0.0
151,a96667bc50a58cc8753931b5ff2abb8ae951bb0a8227d5d1c7306a17d1da4841,0,0.0,0.0,0.0,0.0,0.0,0.0
152,990a8b4d46d892e31562ba95d8c55755bb19c208ff7d3d0112edfbd48f380866,0,0.0,0.0,0.0,0.0,0.0,0.0
153,ed3f36eee92961795fb2666716ce8c727de1d2af1227be6e5e0c8f76bfe79dd9,0,0.0,0.0,0.0,0.0,0.0,0.0
154,233ab4956406a5b077416e6ab7d917fea49a436975a1c2c5db2064dca782cdbe,0,0.0,0.0,0.0,0.0,0.0,0.0
155,40ec457b3ce7d5e19ffc241a12430e58a7fac6420347a2d43f2b82dd8f266938,0,0.0,0.0,0.0,0.0,0.0,0.0
156,6dca4fdc8779bd4783e919206739620b02578591bc403d3885c812fc0d5cd827,0,0.0,0.0,0.0,0.0,0.0,0.0
157,c57864ddf5544809e575c456fea3308bc785a59cc31c96da2b8449bde14640e1,0,0.0,0.0,0.0,0.0,0.0,0.0
158,985fe82d30094d8ee1bc4637825890e0ea9886cc99bda250a2f960a340e15b51,0,0.0,0.0,0.0,0.0,0.0,0.0
159,482c0f02a760528754db9e7038f7269befa6abc951a6592ef703762ab2739f2b,0,0.0,0.0,0.0,0.0,0.0,0.0
160,96b38d5471f0609811c636eb438a4ea536ea3f0c86bf50cb21319a57e7611cb9,0,0.0,0.0,0.0,0.0,0.0,0.0
161,7e64657f48825a06bb44a4c4136bc6df976a6c3fe0bc5cbe2e5a638a90e773fc,0,0.0,0.0,0.0,0.0,0.0,0.0
162,af33d79b042ca33bfa55cf7e501da105c5650eb7d7c0fba77dcfed86482fd935,0,0.0,0.0,0.0,0.0,0.0,0.0
163,6bd3a5b0da8bc5cdf1744dc352dafae83f89661bfe01d8ab5847ae69e1577660,0,0.0,0.0,0.0,0.0,0.0,0.0
164,5dbdb7f3978fb286e7025ce81b85cefef56178eea4b5634f58a0a43b36565ae7,1,23.74,23.74,23.74,1.0,23.0,0.0
165,6b3450bb2a4868b59cc75fada2ef3955383c20d852d046fe524edccf6e20c9ac,1,55.7,55.7,55.7,3.0,18.0,0.0
166,69a6273ec19809d462d4caa2a06773a7ef071efd478c0e35e8ff725820f18348,0,0.0,0.0,0.0,0.0,0.0,0.0
167,f5ae01438e2639839e22a0682301e93c7c95de82ec4be22599aba05a21fcd0c5,0,0.0,0.0,0.0,0.0,0.0,0.0
168,9986b7eef8f821b70517477d8622d03eb5b7bc68fe6ce301862252b0c0d26990,0,0.0,0.0,0.0,0.0,0.0,0.0
169,c8aaf3baf2f0f7f95454c69de9b73c00497263d5bf1cbf6b6f79314bea0b6b21,0,0.0,0.0,0.0,0.0,0.0,0.0
170,7e81f57734a71e9d65ffe7dc5753efc2bb005c8e77da53d59d6918d0b8bb7583,0,0.0,0.0,0.0,0.0,0.0,0.0
171,28ec12151a1b5321718d48bfe9d4954be259b3a4e3e819daac65143b5617df14,0,0.0,0.0,0.0,0.0,0.0,0.0
172,a412bd3693a3dbaa09ac2dd6d19ba397e8559b51ad273a0f078d6fdc5a9034e5,0,0.0,0.0,0.0,0.0,0.0,0.0
173,d47ebd6da1487aa5bcea56c38e87ccb5fe026cf0a38f8901c5258088df67f2a1,0,0.0,0.0,0.0,0.0,0.0,0.0
174,a012266bd8a964ebaad33194cb288381897d8feb866e6bda120fc2aa474badcd,0,0.0,0.0,0.0,0.0,0.0,0.0
175,715056f833e55a6e74fc447497badbf87bd407fe7c5b3dd64c8faba311168bce,0,0.0,0.0,0.0,0.0,0.0,0.0
176,842bf254d23ddc23e7fb45dcaa75b3ff0841e861499255d801d9749840be4a7d,0,0.0,0.0,0.0,0.0,0.0,0.0
177,80070ebc6af165b7820145967b2cb84632e9ef019da81299b41c28484d1bc745,0,0.0,0.0,0.0,0.0,0.0,0.0
178,fd85d3ce2fe88fc5685ffffc31f4630e2f8290455ee5fa0795495fe69f00f4e0,0,0.0,0.0,0.0,0.0,0.0,0.0
179,ec54ac021234139258440465bed177a8fda12278dcdcae1d5c45d09140e2eddb,0,0.0,0.0,0.0,0.0,0.0,0.0
180,1a03b2bac7ccbbc76877d6d97db9bdf808c7f562ccc9ea0c351c28f5b09a339c,0,0.0,0.0,0.0,0.0,0.0,0.0
181,a013ba58a76f2caa6127543c8f6bd3bd010d5422e1f7310f0058a45d0f798c72,0,0.0,0.0,0.0,0.0,0.0,0.0
182,d4ee2743fcdc37e6d93f0bc9462cd7a6858b0e38f55ffa9ec45dc5e9bffc7c45,0,0.0,0.0,0.0,0.0,0.0,0.0
183,5d8d1701f2e45be1383dbc41fab075c30e899a7f87a9d7c9cfcddc76b8ad8ea6,0,0.0,0.0,0.0,0.0,0.0,0.0
184,7d443538c1904fe5e0a47a92766e37db97f4d6a792ee02f3828a1d9cf3b88cd8,1,37.8,37.8,37.8,6.0,4.0,0.0
185,016b57a1f51dd41a76716ececcf76b24b0e8e82d0834dea50367bd43549e28f5,0,0.0,0.0,0.0,0.0,0.0,0.0
186,8d78ceea0e7c081fa64f0fa31f4a79148837de52fa1a23ff54f71aeacd726a6e,0,0.0,0.0,0.0,0.0,0.0,0.0
187,a955a24dac8820b182f85130e217f64f7d616d412d0f31dc367b47e11fd2835c,0,0.0,0.0,0.0,0.0,0.0,0.0
188,f889fd163c9da939b0b6e6ca1fd844b6d3160be0135f1d81bc48885d5d629589,0,0.0,0.0,0.0,0.0,0.0,0.0
189,e75ad5e89b5c375e2eecd40f9c862887f3936da35acc0938a49681b36865466b,0,0.0,0.0,0.0,0.0,0.0,0.0
190,4a452835e97d8303f8677b35a76f988c72188332af2fc511421dcc95d450b74f,1,13.67,13.67,13.67,3.0,3.0,0.0
191,be94ffdb45e77cb4d5ee1d1031fc21fb5408ba24e1a1afbc80a72caaa00c0d30,0,0.0,0.0,0.0,0.0,0.0,0.0
192,a91383727409d236792a404a1452f81a6e319577964f713afa9b79301695d51d,0,0.0,0.0,0.0,0.0,0.0,0.0
193,73c37e19aaf1312853fd7617075449835b28ab874ee9ad9c9b6339cc2f05abd1,0,0.0,0.0,0.0,0.0,0.0,0.0
194,be4325bf5821785d0bbf1d74908452b2bc425debbe1a7797a9b349805cf5b1a6,1,29.09,29.09,29.09,3.0,18.0,0.0
195,9d84163c0db6baff4d7e1f1e4f9ebcdfa8a04aed85e633acf3d9120e6e091c39,1,55.7,55.7,55.7,3.0,18.0,0.0
196,e0f6d9b84743923da19bfffcad57857b971e5d767e119a07a9a486e58745e1ea,0,0.0,0.0,0.0,0.0,0.0,0.0
